JINA_ID,Priority,Ref,Name,Simbad_Identifier,NLTE,Sci_key,C_key,Loc,Type,RA,DEC,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
56.0,1.0,BAR05,HE0017-4838,2MASS_J00194832-4821236,*,*,*,HA,RG,0 19 48.32,-48 21 23.62,26.8,2005A&A...439..129B,,16.774,16.115,15.675,15.298,14.653,14.12,14.122,5149.0,2.23,-3.23,1.81,,,4.87,,,,,4.6,2.35,,,,,3.4,0.17,2.15,,2.06,1.58,4.27,2.01,3.18,,,,,,,,0.42,-0.65,,,,,,,,,,,-1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
57.0,2.0,PRE06,CS22882-001,2MASS_J00202529-3139040,*,*,*,HA,HB,0 20 25.3,-31 39 4,28.0,1992AJ....103.1987B,,15.22,14.82,14.5,,13.677,13.362,13.317,5950.0,2.5,-2.3,3.2,,,6,,,,,5.36,3.31,5.25,,,,4.24,0.87,2.92,1.9,3.05,2.36,5.01,,,,,,,,,,0.67,-0.39,,,,,,,,,,,-0.18,-0.7,,,,,-1.08,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
58.0,1.0,ROE14b,CS22882-001,2MASS_J00202529-3139040,*,R1,*,HA,HB,0 20 25.3,-31 39 4,28.0,1992AJ....103.1987B,,15.22,14.82,14.5,,13.677,13.362,13.317,5930.0,1.9,-2.62,3.0,<1.59,,<6.5,<7.5,,,,5.37,3.13,5.1,,,,4.15,0.69,2.85,1.74,3,2.71,4.88,2.44,3.75,,<2.76,,,,,,0.41,-0.38,0.4,<1.35,<1.46,,,,,,,,-0.38,-0.91,<-0.25,<-0.7,<-0.44,<-0.48,-1.29,<-0.16,<0,-0.46,<-0.85,-0.59,<-0.74,-1.14,,<0.18,,,,,,,<1.86,,<-0.64,,,2.75,1.74,3.33,,4.88,Abdu
59.0,2.0,ROE14e,CS22882-001,2MASS_J00202529-3139040,*,*,*,HA,HB,0 20 25.3,-31 39 4,28.0,1992AJ....103.1987B,,15.22,14.82,14.5,,13.677,13.362,13.317,5930.0,1.9,-2.62,3.0,,,,,,,,,,,,,,,,,,,,4.88,,,,,,,,,,0.41,,,,,,,,,,,,-0.38,,,,,,-1.3,,,,,,,-0.98,,,,,,,,,,,,,,,,,,,Abdu
60.0,2.0,AND09,BS17570-063,2MASS_J00203619+2347376,*,*,*,HA,MS,0 20 36.19,23 47 37.7,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
61.0,2.0,AND10,BS17570-063,2MASS_J00203619+2347376,*,*,*,HA,MS,0 20 36.19,23 47 37.7,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,4.74,,,,,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
62.0,1.0,BON09,BS17570-063,2MASS_J00203619+2347376,*,*,*,HA,MS,0 20 36.19,23 47 37.7,,,,14.84,14.51,,,13.468,13.172,13.073,6242.0,4.75,-2.92,0.5,,,6.03,,,,,4.74,,4.67,,,,3.73,0.54,2.55,,2.52,1.71,4.58,2.31,3.26,,<2.09,,,,,,0.03,,,,,,,,,,,,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
63.0,2.0,SPI11,BS17570-063,2MASS_J00203619+2347376,*,*,*,HA,MS,0 20 36.19,23 47 37.7,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,,,,,5.05,,,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
64.0,2.0,SPI12,BS17570-063,2MASS_J00203619+2347376,*,*,*,HA,MS,0 20 36.19,23 47 37.7,,,,14.84,14.51,,,13.468,13.172,13.073,6240.0,4.8,-2.92,0.5,,,,,,,,,,,,,,3.8,,,,,,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
65.0,1.0,BAR05,HE0018-1349,2MASS_J00205238-1332296,*,*,*,HA,MS,0 20 52.382,-13 32 29.61,-161.7,2005A&A...439..129B,,16.271,15.743,15.381,14.995,14.459,14.205,14.116,5719.0,4.62,-2.26,1.73,,,6.49,,,,,5.62,3.25,,,,,4.32,0.95,2.96,,3.32,2.85,5.23,2.9,4,,,,,,,,0.65,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
66.0,1.0,ROE14b,CS22882-006,2MASS_J00215986-2929265,*,*,*,HA,SG,0 21 59.87,-29 29 26.5,-72.0,1992AJ....103.1987B,,14.55,14.14,,,13.034,12.728,12.737,5800.0,3.6,-2.66,1.35,2.1,,5.68,<7.75,6.42,,3.2,5.12,2.77,4.99,,,2.32,3.98,0.51,2.53,1.64,2.52,2,4.56,2.16,3.26,,<2.46,,,,,<2.53,0.18,-0.77,0.2,<1.47,<0.86,,,,,,,,-1.18,,<-0.03,<-0.33,<-0.36,<0,<-1.31,<0.29,<-0.27,<-0.35,<-0.69,<-0.27,<-0.73,-1.61,,<0.51,,,,,,,<1.48,,<-0.32,,,2.66,1.64,,2.22,4.84,Abdu
67.0,1.0,ROE14b,CS30339-052,2MASS_J00225014-3407207,*,*,*,HA,HB,0 22 50.14,-34 7 20.7,33.0,1992AJ....103.1987B,,15.79,15.3,15.3,,14.039,13.634,13.569,5580.0,2.35,-2.67,2.1,<1.38,,6.43,<6.8,6.51,,,5.49,2.96,5.24,,,,4.11,0.51,2.82,1.32,3.02,2.38,4.81,2.33,3.5,,2.3,,,,,<2.58,0.81,-0.6,0.3,,<1.07,,,,,,,,-1.02,,<-0.43,<-0.66,<-0.3,<-0.4,-1.6,<-0.02,<-0.49,<-0.6,,<-0.16,<-0.84,,,<0.4,,,,,,,<1.82,,<-0.65,,,2.58,1.32,3.07,,4.83,Abdu
68.0,1.0,BAR05,CS30339-0041,2MASS_J00231293-3701267,*,*,*,HA,HB,0 23 12.931,-37 1 26.71,-32.0,1992AJ....103.1987B,14.4,14.42,13.87,13.8,13.175,12.654,12.275,12.144,5478.0,2.1,-2.2,2.23,,,5.77,,,,,5.67,3.2,,,,,4.48,1.12,3.11,,3.12,2.64,5.29,2.78,4,,,,,,,,0.91,-0.11,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
69.0,1.0,RUC11,RaveJ002330.7-163143,2MASS_J00233067-1631428,*,*,*,HA,RG,0 23 30.7,-16 31 43,-5.65,2013AJ....146..134K,,12.855,12.282,12.41,11.499,11.018,10.635,10.586,5528.0,3.29,-2.3,1.4,,,,,,,,5.6,,5.71,,,,4.4,,2.83,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,,,,,Abdu
70.0,1.0,ROE14b,CS30339-046,2MASS_J00252167-3630244,*,*,*,HA,HB,0 25 21.67,-36 30 24.4,14.0,1992AJ....103.1987B,,15.7,15.31,15.7,,14.272,14.037,14.078,7000.0,2.55,-2.69,3.15,<2.41,,<8.35,<8.25,5.36,,,5.23,3,4.6,,,,3.42,0.34,2.35,<2,2.82,2.86,4.79,,3.56,,<3.26,,,,,<3.51,-0.4,<-0.27,<0.74,<1.82,<2.39,,,,,,,,<-1.07,<-0.03,<0.5,<0.3,<0.49,<0.5,<-0.67,<0.62,<0.17,<0.21,<-0.06,<0.53,<-0.11,<-0.67,,<1.01,,,,,,,<2.71,,<0.22,,,2.35,<2,3.32,,4.81,Abdu
71.0,1.0,BAR05,HE0023-4825,2MASS_J00255030-4808270,*,*,*,HA,SG,0 25 50.301,-48 8 27.07,-21.5,2005A&A...439..129B,,14.298,13.83,13.485,13.161,12.696,12.393,12.352,5816.0,3.63,-2.06,1.45,,,6.64,,,,,5.74,3.4,,,,,4.56,1.14,3.27,,3.61,2.88,5.44,2.98,4.19,,,,,,,,0.89,0.13,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
72.0,2.0,REN12,HE0023-4825,2MASS_J00255030-4808270,*,*,*,HA,SG,0 25 50.301,-48 8 27.07,-21.5,2005A&A...439..129B,,14.298,13.83,13.485,13.161,12.696,12.393,12.352,5816.0,3.63,-2.06,1.45,,,6.8,,,,,,,,,,,,,,,,,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.55,,,,,,,,Abdu
73.0,2.0,CAR02,HE0024-2523,2MASS_J00272766-2506281,*,*,*,HA,MS,0 27 27.663,-25 6 28.18,-181.6,2013ApJ...778...56C,15.067,15.32,14.91,,,14.038,13.748,13.749,6625.0,4.3,-2.65,0.58,,,,,,,,5.56,3.47,4.93,,,,4.33,0.88,2.59,,2.53,2.77,4.88,,,,,,,,,,0.85,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
74.0,1.0,LUC03,HE0024-2523,2MASS_J00272766-2506281,*,*,*,HA,MS,0 27 27.663,-25 6 28.18,-181.6,2013ApJ...778...56C,15.067,15.32,14.91,,,14.038,13.748,13.749,6625.0,4.3,-2.72,1.4,1.5,,8.4,7.3,6.51,,3.44,5.59,3.4,5.17,,,,4.3,0.82,2.45,,2.54,2.41,4.78,,,,,,,,,,0.59,<0.43,<1.1,,,,,,,,,,0.87,0.25,,,,,<-1.11,,,,,,,,,,,,,,,,2.53,,,,,,,,,,Abdu
75.0,2.0,BAR05,CS29497-004,2MASS_J00280692-2603042,*,*,*,HA,RG,0 28 6.923,-26 3 4.23,105.1,2005A&A...439..129B,,14.76,14.07,13.583,13.116,12.491,12.038,11.965,5013.0,2.23,-2.81,1.62,,,5.8,,,,,5.08,2.62,,,,,3.83,0.41,2.42,,2.51,2.18,4.69,2.35,3.48,,,,,,,,0.73,0.08,0.73,,,,,,,,,,0.53,-0.43,,,-0.02,,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
76.0,1.0,CHR04,CS29497-004,2MASS_J00280692-2603042,*,*,*,HA,RG,0 28 6.923,-26 3 4.23,105.1,2005A&A...439..129B,,14.76,14.07,13.583,13.116,12.491,12.038,11.965,5090.0,2.4,-2.64,1.6,,,5.86,,,,,5.21,,,,,,4.04,,2.67,1.37,,,4.82,,,,2.2,,,,,,0.88,0.3,0.98,,,,,,,,,,0.5,,0.07,,0.23,0.05,-0.45,0.27,,0.38,,,,,,,,,,,,,,,-0.9,,,,,,,,Abdu
77.0,2.0,REN12,CS29497-004,2MASS_J00280692-2603042,*,*,*,HA,RG,0 28 6.923,-26 3 4.23,105.1,2005A&A...439..129B,,14.76,14.07,13.583,13.116,12.491,12.038,11.965,5013.0,2.23,-2.81,1.62,,,5.96,,,,,,,,,,,,,,,,,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.68,,,,,,,,,,,,,,,,,,-1.17,,,,,,,,Abdu
78.0,2.0,AND10,CS30339-069,2MASS_J00301595-3556512,*,*,*,HA,SG,0 30 15.95,-35 56 51.2,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,6240.0,4.0,-3.08,1.3,,,,,,,,4.68,,,,,,,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
79.0,2.0,BON09,CS30339-069,2MASS_J00301595-3556512,*,*,*,HA,SG,0 30 15.95,-35 56 51.2,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,6242.0,4.0,-3.08,1.3,,,6.03,,,,,4.68,,4.35,,,,3.71,0.26,2.32,,2.35,1.6,4.42,2.17,3.16,,<1.99,,,,,,-0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
80.0,1.0,ROE14b,CS30339-069,2MASS_J00301595-3556512,*,*,*,HA,SG,0 30 15.95,-35 56 51.2,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,5900.0,3.55,-3.17,1.15,1.76,,<6,<7.15,,,,4.56,2.14,4.22,,,,3.48,-0.21,2.07,<1.69,1.95,1.48,4,<2.06,2.78,,<2.43,,,,,,-0.74,<-0.63,<0.33,<1.43,<1.09,,,,,,,,<-1.44,<-0.63,<0.16,<-0.46,<-0.08,<-0.07,<-1.31,<0.22,<-0.41,<-0.32,<-0.5,<-0.03,<-0.45,<-0.86,,<0.73,,,<2,,,,<1.66,,<-0.23,,,1.92,<1.69,,,4.33,Abdu
81.0,2.0,SPI12,CS30339-069,2MASS_J00301595-3556512,*,*,*,HA,SG,0 30 15.95,-35 56 51.2,12.0,1992AJ....103.1987B,,14.9,14.74,14.9,,13.77,13.52,13.45,6240.0,4.0,-3.08,1.3,,,,,,,,,,,,,,3.81,,,,,,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
82.0,1.0,ROE14b,CS22882-030,2MASS_J00302004-3020584,*,*,*,HA,RG,0 30 20.04,-30 20 58.4,25.0,1992AJ....103.1987B,,15.21,14.83,14.2,,13.901,13.631,13.449,5580.0,3.4,-3.14,1.1,1.47,,<5.5,<5.95,<6.6,,2.57,4.64,2.19,4.39,,,,3.53,-0.1,2.09,<1.26,2.01,1.18,4.03,1.77,,<2.3,<2.21,,,,,<2.51,-0.34,<-0.47,<0.28,,<0.8,,,,,,,,-1.6,,<-0.19,<-0.44,<-0.56,<-0.49,<-1.45,<0.04,<-0.57,<-0.43,,<-0.37,<-0.75,<-1.09,,<0.34,,,,,,,<1.5,,<-0.55,,,2.19,<1.26,,,4.36,Abdu
83.0,1.0,ROE14b,CS22882-012,2MASS_J00302250-2735272,*,*,*,HA,SG,0 30 22.51,-27 35 27.2,10.0,1992AJ....103.1987B,,15.64,15.26,14.4,,14.318,14.07,14.049,6290.0,3.8,-2.75,1.4,<1.7,,6.78,7.38,6.06,,3.97,5.21,3.05,5.22,,,,4.06,0.48,2.57,<1.82,2.73,2.26,4.74,2.47,3.46,,<2.58,,,,,<2.81,0.68,,0.59,<1.72,<1.47,,,,,,,,0.04,<-0.42,<0.29,<-0.08,<0.59,<0.14,<-1,<0.55,<-0.03,<0.03,<-0.14,<0.29,<-0.22,<-0.67,,<0.83,,,,,,,<1.9,,<0.04,,,2.56,<1.82,3.31,,4.75,Abdu
84.0,2.0,AOK02d,CS31062-050,2MASS_J00303106-1205108,*,*,*,HA,RG,0 30 31.069,-12 5 10.88,7.75,2002PASJ...54..933A,,13.7,13.05,12.681,12.309,11.765,11.464,11.405,5600.0,3.0,-2.32,1.3,,,8.21,6.81,,,,5.87,3.78,,,,,4.9,,3.23,,3.34,2.87,5.19,,,,,,,,,,1.51,,1.31,,,,,,,,,,2.21,1.34,1.41,,1.41,0.81,0.07,,,0.93,,,,,,,,,,,,,2.6,,,,,,,,,,Abdu
85.0,1.0,JOH04,CS31062-050,2MASS_J00303106-1205108,*,S,*,HA,HB,0 30 31.069,-12 5 10.88,7.75,2002PASJ...54..933A,,13.7,13.05,12.681,12.309,11.765,11.464,11.405,5500.0,2.7,-2.3,1.3,,,,,,,,6.01,,,,,,4.43,,2.86,1.44,3.36,2.69,5.09,2.6,3.68,,2.32,,,,,,,0.3,1.05,,,,,0.27,,,,,2.35,0.95,1.24,0.13,1.07,0.53,0.01,0.51,-0.56,0.39,-0.4,0.78,-0.29,0.5,-0.1,0.67,,0.75,0.35,,,,2.45,,,,,,,,,,Abdu
86.0,2.0,LAI07,CS31062-050,2MASS_J00303106-1205108,*,*,NO,HA,RG,0 30 31.069,-12 5 10.88,7.75,2002PASJ...54..933A,,13.7,13.05,12.681,12.309,11.765,11.464,11.405,5313.0,3.08,-2.65,,,,7.61,,,,,,,,,,,,,,,,,4.85,,,,,,,,,,1.65,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
87.0,1.0,BAR05,HE0029-1839,2MASS_J00320775-1822368,*,*,*,HA,RG,0 32 7.755,-18 22 36.82,-97.8,2005A&A...439..129B,,15.207,14.493,14.044,13.579,13.067,12.592,12.503,5010.0,2.19,-2.5,1.67,,,6.21,,,,,5.08,2.97,,,,,3.97,0.28,2.39,,3.04,2.02,5,2.39,3.28,,,,,,,,0.5,-0.64,0.23,,,,,,,,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
88.0,2.0,REN12,HE0029-1839,2MASS_J00320775-1822368,*,*,*,HA,RG,0 32 7.755,-18 22 36.82,-97.8,2005A&A...439..129B,,15.207,14.493,14.044,13.579,13.067,12.592,12.503,5010.0,2.19,-2.5,1.67,,,6.36,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-2.6,,,,,,,,Abdu
89.0,2.0,AOK07a,CS31062-041,2MASS_J00350301-1554292,*,*,*,HA,RG,0 35 3.014,-15 54 29.29,-173.0,2005A&A...439..129B,,14.754,13.934,13.476,12.984,12.389,11.926,11.821,5100.0,2.2,-2.5,2.3,,,6.6,<7,,,4.23,5.7,,,,,,4.15,0.87,2.96,,3.07,,5.08,,3.82,,2.42,,,,,,,,,,,,,,,,,,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
90.0,1.0,BAR05,CS31062-041,2MASS_J00350301-1554292,*,*,*,HA,RG,0 35 3.014,-15 54 29.29,-173.0,2005A&A...439..129B,,14.754,13.934,13.476,12.984,12.389,11.926,11.821,4915.0,1.83,-2.67,1.84,,,6.2,,,,,5.23,2.94,,,,,3.92,0.66,2.48,,2.42,2.08,4.82,2.24,3.49,,,,,,,,-0.1,-0.95,,,,,,,,,,,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
91.0,1.0,AOK08,SDSS0036-10,2MASS_J00360218-1043362,*,*,NO,HA,MS,0 36 2.18,-10 43 36.3,-47.2,2008AJ....136.2070A,,,,,,14.634,14.369,14.388,6500.0,4.5,-2.5,1.5,<2,,8.3,,,,4.54,5.37,,,,,,4.16,,3,,3.05,,5.04,2.73,3.65,,,,,,,,0.24,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,<2.3,,,,,,,,,,Abdu
92.0,1.0,BAR05,HE0037-2657,2MASS_J00395177-2641320,*,*,*,HA,RG,0 39 51.778,-26 41 32,-279.0,2005A&A...439..129B,,14.731,14.038,13.597,13.116,12.571,12.111,12.012,4982.0,2.21,-3.22,1.8,,,5.48,,,,,4.63,2.41,,,,,3.46,0.08,2.02,,2.06,1.48,4.28,1.94,3,,,,,,,,-0.89,-1.5,,,,,,,,,,,-2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
93.0,2.0,AOK13,SDSSJ004029.17+160416.2,2MASS_J00402918+1604163,*,*,*,HA,MS,0 40 29.18,16 4 16.3,-75.0,2008yCat.2282....0A,,,,,,14.415,14.128,14.029,6360.0,4.4,-3.29,1.5,1.99,,,,,,3.07,4.56,,,,,,,,,,,,4.16,,,,,,,,,,-0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
94.0,1.0,BON12,SDSSJ004029+160416,2MASS_J00402918+1604163,*,*,*,HA,SG,0 40 29.18,16 4 16.3,-75.0,2008yCat.2282....0A,,,,,,14.415,14.128,14.029,6422.0,3.93,-3.25,1.58,2.03,,,,,,,4.58,,4.4,,,,3.49,0.11,2.29,,2.2,1.47,4.25,2.16,2.96,,,,,,,,-0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,2.29,,,,4.25,Abdu
95.0,1.0,BAR05,HE0043-2845,2MASS_J00455594-2829172,*,*,*,HA,MS,0 45 55.944,-28 29 17.25,16.4,2005A&A...439..129B,,15.96,15.32,14.939,14.555,14.171,13.847,13.736,5517.0,4.42,-2.91,1.17,,,5.68,,,,,4.97,2.73,,,,,3.65,0.33,2.36,,2.66,1.79,4.59,2.37,3.35,,,,,,,,-0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
96.0,2.0,REN12,HE0043-2845,2MASS_J00455594-2829172,*,*,*,HA,MS,0 45 55.944,-28 29 17.25,16.4,2005A&A...439..129B,,15.96,15.32,14.939,14.555,14.171,13.847,13.736,5517.0,4.42,-2.91,1.17,,,5.83,,,,,,,,,,,,,,,,,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.6,,,,,,,,Abdu
97.0,1.0,BAR05,HE0044-4023,2MASS_J00462937-4007226,*,*,*,HA,SG,0 46 29.378,-40 7 22.63,346.2,2005A&A...439..129B,,16.65,16.149,15.772,15.502,14.986,14.672,14.521,5694.0,3.26,-2.56,1.49,,,6.23,,,,,5.26,2.86,,,,,4.02,0.44,2.63,,2.88,2.17,4.94,2.5,3.54,,,,,,,,0.34,,,,,,,,,,,,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
98.0,2.0,BAR05,HE0044-2459,2MASS_J00463587-2443022,*,*,*,HA,RG,0 46 35.876,-24 43 2.25,-155.0,1992AJ....103.1987B,,14.46,13.79,13.375,12.948,12.45,11.996,11.959,5242.0,2.92,-3.28,1.55,,,5.56,,,,,4.65,2.3,,,,,3.35,0.11,2.07,,1.91,1.12,4.22,1.95,2.93,,,,,,,,-1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
99.0,1.0,ROE14b,CS22942-002,2MASS_J00463587-2443022,*,*,*,HA,RG,0 46 35.876,-24 43 2.25,-155.0,1992AJ....103.1987B,,14.46,13.79,13.375,12.948,12.45,11.996,11.959,5010.0,2.0,-3.53,1.55,0.89,,5.17,4.95,<6.29,,,4.55,2.09,4.72,,,,3.13,-0.44,1.71,0.61,1.76,1.07,3.89,1.62,2.65,,1.48,,,,,<1.84,-2.47,<-2.24,<-0.74,<0.19,<-0.44,,,,,,,,-2.67,,<-1.55,<-1.83,<-1.82,<-1.58,<-2.64,<-1.14,<-1.17,<-1.8,<-1.97,<-1.69,<-2.1,<-2.48,,<-0.89,,,,,,,<0.41,,<-1.91,,,1.54,0.61,1.95,1.16,3.97,Abdu
100.0,1.0,BAR05,HE0045-2430,2MASS_J00474055-2414019,*,*,*,HA,RG,0 47 40.558,-24 14 1.94,144.5,2005A&A...439..129B,,15.608,15.019,14.635,14.252,13.827,13.42,13.341,5377.0,3.25,-1.77,1.67,,,6.54,,,,,5.77,3.61,,,,,4.68,1.3,3.29,2.16,3.82,3.37,5.73,3,4,,2.81,,,,,,0.46,-0.13,0.93,,,,,,,,,,0.03,,,,,,-0.93,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
101.0,1.0,BAR05,HE0049-5700,2MASS_J00520684-5644374,*,*,*,HA,MS,0 52 6.84,-56 44 37.48,59.8,2005A&A...439..129B,,16.5,15.922,15.6,15.299,14.969,14.622,14.639,5952.0,4.08,-2.41,1.63,,,6.38,,,,,5.55,3.09,,,,,4.33,0.89,2.95,,3.08,2.34,5.1,2.59,3.62,,,,,,,,0.66,,,,,,,,,,,,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
102.0,1.0,YON13,HE0049-3948,2MASS_J00521335-3932368,*,*,NO,HA,SG,0 52 13.352,-39 32 36.88,190.6,2013ApJ...762...25N,,15.7,,14.6,,14.43,14.14,14.11,6466.0,3.78,-3.68,0.8,,,<6.56,<6.55,,,2.49,4.21,,3.82,,,,2.77,,,,2.19,,3.82,,2.84,,,,,,,,-1.66,,,,,,,,,,,,<-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,Abdu
103.0,1.0,BAR05,HE0051-2304,2MASS_J00535152-2247539,*,*,*,HA,RG,0 53 51.525,-22 47 53.97,-135.6,2005A&A...439..129B,,16.099,15.166,14.61,14.061,13.481,12.861,12.741,4537.0,1.22,-2.41,1.97,,,5.31,,,,,5.45,3.33,,,,,4.12,0.8,2.77,1.39,2.72,2.43,5.06,2.42,3.63,,2.32,,,,,,0.46,-0.4,0.35,,,,,,,,,,-0.37,-1.37,,,-1,,-1.75,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
104.0,2.0,REN12,HE0051-2304,2MASS_J00535152-2247539,*,*,*,HA,RG,0 53 51.525,-22 47 53.97,-135.6,2005A&A...439..129B,,16.099,15.166,14.61,14.061,13.481,12.861,12.741,4537.0,1.22,-2.41,1.97,,,5.5,,,,,,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.73,,,,,,,,,,,,,,,,,,-1.94,,,,,,,,Abdu
105.0,1.0,ROE14b,CS22942-011,2MASS_J00541299-2504338,*,*,*,HA,RG,0 54 13,-25 4 33.9,22.53,2013AJ....146..134K,,13.567,12.881,12.7,,11.458,10.958,10.879,4930.0,1.85,-2.83,1.25,0.92,,5.83,4.49,6.64,,3.35,5.16,2.79,5.52,,,2.26,3.79,0.26,2.22,0.84,2.55,2.15,4.62,2.04,3.42,<1.15,1.97,,,,,<1.82,0.06,-1.16,-0.26,<0.45,,,,,,,<1.35,,-1.3,-1.92,<-1.24,<-1.4,-1.62,<-1.34,-2.18,<-1.02,<-1.72,<-1.58,,<-1.47,<-1.64,-2.1,,<-0.82,,,,,,,<0.35,,,,,2.36,1.1,2.98,2.34,4.67,Abdu
106.0,1.0,BAR05,HE0054-0657,2MASS_J00572078-0640593,*,*,*,HA,MS,0 57 20.78,-6 40 59.31,51.3,2005A&A...439..129B,,16.037,15.457,15.088,14.716,14.238,13.922,13.783,5908.0,4.4,-2.0,1.56,,,6.68,,,,,5.81,3.67,,,,,4.47,1.06,3.17,,3.69,3,5.5,3.13,4.32,,,,,,,,0.92,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
107.0,2.0,REN12,HE0054-0657,2MASS_J00572078-0640593,*,*,*,HA,MS,0 57 20.78,-6 40 59.31,51.3,2005A&A...439..129B,,16.037,15.457,15.088,14.716,14.238,13.922,13.783,5908.0,4.4,-2.0,1.56,,,6.84,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.02,,,,,,,,Abdu
108.0,2.0,LAI07,CS22166-016,2MASS_J00582384-1447068,*,*,*,HA,RG,0 58 23.843,-14 47 6.87,-215.0,1992AJ....103.1987B,,13.34,12.75,12.324,11.898,11.222,10.799,10.763,5388.0,3.26,-2.47,,,,6.34,,,,,,,,,,,,,,,,,5.03,,,,,,,,,,0.7,,,,,,,,,,,,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
