JINA_ID,Priority,Ref,Name,Simbad_Identifier,NLTE,Sci_key,C_key,Loc,Type,RA,DEC,Vel,Vel_bibcode,U_mag,B_mag,V_mag,R_mag,I_mag,J_mag,H_mag,K_mag,Teff,logg,Fe/H,Vmic,Li,Be,C,N,O,F,Na,Mg,Al,Si,P,S,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,Sn,Te,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Os,Ir,Pt,Au,Hg,Pb,Bi,Th,U,CaII,TiII,VII,CrII,MnII,FeII,Added_by
440.0,1.0,HON11,BS16920-017,2MASS_J12071683+4139325,*,*,*,HA,RG,12 7 16.835,41 39 32.51,-210.0,2000AJ....120.1516A,,14.69,13.93,13.368,12.877,12.174,11.684,11.593,4760.0,1.2,-3.12,1.4,,,5.37,,,,3.24,4.66,2.66,4.23,,,,3.26,-0.26,2.18,0.59,2.62,2.07,4.38,2.13,3.48,<1.31,2.42,,,,,,-0.75,,,,,,,,,,,,-2.71,,,,,,<-2.66,,,,,,,,,,,,,,,,,,,,,2.26,1.15,2.52,,4.26,Abdu
441.0,2.0,LAI07,BS16920-017,2MASS_J12071683+4139325,*,*,*,HA,RG,12 7 16.835,41 39 32.51,-210.0,2000AJ....120.1516A,,14.69,13.93,13.368,12.877,12.174,11.684,11.593,4854.0,1.87,-3.02,,,,5.24,,,,,,,,,,,,,,,,,4.48,,,,,,,,,,-0.6,,,,,,,,,,,,<-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
442.0,1.0,BAR05,HE1207-2031,2MASS_J12095086-2047437,*,*,*,HA,MS,12 9 50.86,-20 47 43.76,113.3,2005A&A...439..129B,,16.421,16.157,15.858,15.543,15.298,14.991,15.074,6281.0,4.4,-2.82,1.42,,,6.21,,,,,,2.7,,,,,4.05,0.78,2.75,,2.65,,4.68,,3.29,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
443.0,2.0,REN12,HE1207-2031,2MASS_J12095086-2047437,*,*,NO,HA,MS,12 9 50.86,-20 47 43.76,113.3,2005A&A...439..129B,,16.421,16.157,15.858,15.543,15.298,14.991,15.074,6281.0,4.4,-2.82,1.42,,,6.37,,,,,,,,,,,,,,,,,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0,,,,,,,,Abdu
444.0,1.0,BAR05,HE1210-1956,2MASS_J12125088-2012581,*,*,*,HA,SG,12 12 50.888,-20 12 58.12,123.3,2005A&A...439..129B,,16.2,16.251,16.4,15.526,15.425,15.315,15.237,5790.0,3.3,-2.57,1.52,,,6.04,,,,,5.42,2.94,,,,,4.32,0.56,2.78,,2.92,2.15,4.93,2.4,3.43,,,,,,,,0.44,,,,,,,,,,,,-0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
445.0,1.0,BAR05,HE1210+0048,2MASS_J12132784+0032111,*,*,*,HA,SG,12 13 27.841,0 32 11.12,110.4,2005A&A...439..129B,,15.999,15.72,15.443,15.088,14.814,14.435,14.388,6028.0,3.73,-2.28,1.56,,,6.7,,,,,5.57,3.06,,,,,4.42,0.98,3.08,,3.27,2.46,5.24,2.8,3.75,,,,,,,,0.64,,,,,,,,,,,,-0.18,,,,0.61,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
446.0,1.0,BAR05,HE1212-0127,2MASS_J12151825-0143547,*,*,*,HA,RG,12 15 18.255,-1 43 54.75,279.4,2005A&A...439..129B,,16.586,15.814,15.329,14.836,14.184,13.714,13.633,4915.0,1.85,-2.15,1.87,,,5.85,,,,,5.55,3.77,,,,,4.35,0.95,2.91,,3.19,2.82,5.34,2.65,3.53,,,,,,,,0.62,-0.23,0.56,,,,,,,,,,-0.34,,,,,,-1.3,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
447.0,1.0,BAR05,HE1214-1819,2MASS_J12170156-1835546,*,*,*,HA,RG,12 17 1.568,-18 35 54.65,180.0,2013MNRAS.434.1681C,,16.093,15.315,14.778,14.284,13.587,13.113,13.003,4916.0,1.88,-3.01,1.74,,,5.74,,,,,4.96,2.73,,,,,3.7,0.33,2.3,,2.35,1.71,4.5,2.13,3.46,,,,,,,,0.23,-0.65,,,,,,,,,,,-0.92,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
448.0,1.0,BAR05,HE1215+0149,2MASS_J12174314+0132327,*,*,*,HA,RG,12 17 43.144,1 32 32.79,124.5,2005A&A...439..129B,,16.673,16.111,15.681,15.231,14.617,14.201,14.037,5098.0,2.37,-2.9,1.48,,,5.65,,,,,5.03,3.1,,,,,3.74,0.33,2.48,,2.27,1.77,4.6,2.25,3.5,,,,,,,,0.36,-0.71,,,,,,,,,,,-1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
449.0,1.0,BAR05,HE1217-0540,2MASS_J12195366-0557158,*,*,NO,HA,MS,12 19 53.66,-5 57 15.89,151.2,2005A&A...439..129B,,15.464,14.971,14.626,14.253,13.924,13.587,13.518,5700.0,4.2,-2.95,1.41,,,6.26,,,,,5.06,2.82,,,,,3.67,0.24,2.34,,2.55,1.82,4.56,2.27,3.21,,,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
450.0,1.0,HAN15,HE1218-1828,2MASS_J12211935-1845349,*,*,*,HA,SG,12 21 19.354,-18 45 35,,,,16.832,16.339,16.089,,15.261,15.064,14.967,5900.0,3.5,-3.4,1.8,1.94,,<6.27,<6.1,<8.56,,2.48,4.49,2.45,4.14,,,,3.51,-0.16,1.77,<1.8,1.93,1.35,4.07,1.94,2.73,,<2.63,,,,,,-1.07,,,,,,,,,,,,<-1.77,,,,,,<-0.91,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
451.0,2.0,BAR05,HE1219-0312,2MASS_J12213413-0328396,*,*,*,HA,RG,12 21 34.136,-3 28 39.6,163.6,2005A&A...439..129B,,15.6,15.94,15.7,15.043,14.493,14.017,13.892,5140.0,2.4,-2.81,1.54,,,5.51,,,,,4.82,2.56,,,,,3.53,0.31,2.21,,2.35,2.1,4.7,2.14,3.41,,,,,,,,0.38,-0.27,0.45,,,,,,,,,,-0.16,-0.72,,,-0.31,,-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
452.0,2.0,HAN12,HE1219-0312,2MASS_J12213413-0328396,*,*,*,HA,RG,12 21 34.136,-3 28 39.6,163.6,2005A&A...439..129B,,15.6,15.94,15.7,15.043,14.493,14.017,13.892,4600.0,1.05,-3.21,1.4,,,,,,,,,,,,,,,,,,,,4.29,,,,,,,,,,-0.33,-1.16,-0.42,,,,,,,,,,-0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
453.0,1.0,HAY09,HE1219-0312,2MASS_J12213413-0328396,*,R2,*,HA,RG,12 21 34.136,-3 28 39.6,163.6,2005A&A...439..129B,,15.6,15.94,15.7,15.043,14.493,14.017,13.892,5060.0,2.3,-2.96,1.6,,,5.46,5.1,6.2,,2.99,4.98,3.16,4.84,,,,3.46,0.09,2.08,0.79,2.37,1.6,4.53,2.13,3.27,,1.7,,,,,,0.31,-0.48,0.28,,,,,-0.2,,,,,-0.14,-0.86,-0.52,-1.17,-0.41,-0.59,-1.06,-0.41,,-0.34,-1.13,-0.56,-1.51,,,-0.97,,,,,,,,,-1.29,,,,,,,,Abdu
454.0,2.0,ROE09,HE1219-0312,2MASS_J12213413-0328396,*,*,*,HA,RG,12 21 34.136,-3 28 39.6,163.6,2005A&A...439..129B,,15.6,15.94,15.7,15.043,14.493,14.017,13.892,5060.0,2.3,-2.97,1.6,,,,,,,,,,,,,,,,,,,,4.53,,,,,,,,,,,,,,,,,,,,,,,-0.75,,,,,-0.98,,,,,-0.49,,,,<-0.89,,,-0.19,,,,<0.53,,-1.19,,,,,,,,Abdu
455.0,2.0,HON04,BS16928-053,2MASS_J12222802+3411318,*,*,*,HA,RG,12 22 28.025,34 11 31.81,-82.0,2013MNRAS.434.1681C,,14.38,13.54,12.886,12.339,11.655,11.144,11.042,4590.0,0.9,-2.91,1.6,,,5.42,,,,,5.06,2.74,4.93,,,,3.76,-0.04,2.24,0.93,2.68,2.24,4.6,2.14,3.09,,,,,,,,-0.22,-1.15,-0.55,,,,,,,,,,-1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
456.0,2.0,LAI07,BS16928-053,2MASS_J12222802+3411318,*,*,*,HA,RG,12 22 28.025,34 11 31.81,-82.0,2013MNRAS.434.1681C,,14.38,13.54,12.886,12.339,11.655,11.144,11.042,4743.0,1.61,-2.87,,,,5.54,,,,,,,,,,,,,,,,,4.63,,,,,,,,,,0.15,,,,,,,,,,,,-1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
457.0,1.0,LAI08,BS16928-053,2MASS_J12222802+3411318,*,*,*,HA,RG,13 3 29.475,33 51 9.14,-49.0,2013MNRAS.434.1681C,14.109,14.228,13.61,13.208,12.766,12.172,11.751,11.669,4691.0,1.16,-3.05,2.1,,,5.2,5.9,,,3.29,4.8,2.5,5.64,,,,3.5,-0.1,2.12,0.52,2.35,1.61,4.44,1.89,3.03,,,,,,,,-0.48,-1.28,-0.61,,,,,,,,,,-1.8,,,,,,<-3,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
458.0,1.0,BAR05,HE1221-1948,2MASS_J12234774-2004459,*,*,NO,HA,SG,12 23 47.743,-20 4 45.94,31.6,2005A&A...439..129B,16.192,16.0,15.9,16.1,15.27,14.839,14.523,14.734,6083.0,3.81,-3.36,1.65,,,6.46,,,,,5.02,2.39,,,,,3.81,0.1,2.19,,2.12,,4.14,,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
459.0,2.0,REN12,HE1221-1948,2MASS_J12234774-2004459,*,*,NO,HA,SG,12 23 47.743,-20 4 45.94,31.6,2005A&A...439..129B,16.192,16.0,15.9,16.1,15.27,14.839,14.523,14.734,6083.0,3.81,-2.6,1.65,,,7.37,,,,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.26,,,,,,,,Abdu
460.0,1.0,BAR05,HE1221-0522,2MASS_J12240770-0539112,*,*,*,HA,MS,12 24 7.701,-5 39 11.27,48.6,2005A&A...439..129B,,15.9,16.185,15.6,15.495,15.246,14.877,14.711,5789.0,4.04,-2.84,1.29,,,6.08,,,,,5.19,2.96,,,,,3.99,0.47,2.49,,2.61,1.98,4.66,2.41,3.45,,,,,,,,-0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
461.0,1.0,BAR05,HE1222-0336,2MASS_J12245239-0353061,*,*,*,HA,SG,12 24 52.397,-3 53 6.17,-198.5,2005A&A...439..129B,,15.997,15.688,15.415,15.056,14.748,14.497,14.383,6052.0,3.96,-2.04,1.3,,,6.57,,,,,5.63,3.14,,,,,4.58,1.15,3.27,,3.48,2.84,5.46,2.79,4.11,,,,,,,,0.6,,,,,,,,,,,,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
462.0,1.0,BAR05,HE1222-0200,2MASS_J12252937-0217235,*,*,*,HA,RG,12 25 29.379,-2 17 23.54,226.8,2005A&A...439..129B,,16.3,16.13,15.7,15.288,14.77,14.335,14.294,5288.0,2.72,-2.45,1.5,,,6.18,,,,,5.31,,,,,,4.2,0.68,2.71,1.99,3.36,2.54,5.06,2.78,3.92,,,,,,,,0.4,-0.42,0.79,,,,,,,,,,,,,,,,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
463.0,1.0,FRE10a,ComBer-S1,2MASS_J12264344+2357026,*,*,*,UF,RG,12 26 43.45,23 57 2.7,93.8,2010ApJ...708..560F,,18.4,,17.3,,16.735,15.923,16.013,4700.0,1.3,-2.31,2.5,,,6.09,,<7.07,,3.12,5.38,<5.25,<5.74,,,,4.11,0.32,2.58,<1.18,3.34,<2.4,5.14,<2.69,3.36,,2.07,,,,,,-0.8,<-1.19,<-0.18,,,,,,,,,,-2.47,<-1.57,<-1.17,,<-0.88,<-1.18,<-2.21,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
464.0,1.0,FRE10a,ComBer-S2,2MASS_J12265545+2356095,*,*,*,UF,RG,12 26 55.45,23 56 9.6,,,,17.9,,17.0,,16.204,15.865,,4600.0,1.4,-2.88,2.0,,,5.6,,<7.34,,3.13,5.63,<5.15,<5.71,,,,4.06,0.72,2.42,<1.46,2.22,<2.2,4.57,<2.56,3.43,,1.78,,,,,,-1.6,<-1.17,<0.05,,,,,,,,,,-2.62,<-1.7,<-1.34,,<-0.99,<-1.35,<-2.41,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
465.0,1.0,FRE10a,ComBer-S3,2MASS_J12265667+2356117,*,*,*,UF,RG,12 26 56.676,23 56 11.79,99.0,2010ApJ...708..560F,,,,,,15.713,15.381,15.233,4600.0,1.0,-2.53,2.2,,,5.42,,<6.85,,3.83,5.5,<5.06,<5.48,,,,4.38,0,2.65,<1.1,2.77,2.2,4.92,<2.53,3.51,,2.17,,,,,,-1,<-1.57,<-0.85,,,,,,,,,,-1.67,<-2.08,<-1.69,,<-1.32,<-1.71,<-2.67,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
466.0,1.0,BAR05,HE1225+0155,2MASS_J12280475+0138329,*,*,*,HA,RG,12 28 4.754,1 38 32.96,102.0,2013MNRAS.434.1681C,,13.628,12.89,12.4,11.93,11.363,10.863,10.743,4842.0,1.8,-2.75,1.85,,,5.9,,,,,5.3,3.18,,,,,3.98,0.56,2.58,1.26,2.67,2.17,4.75,2.32,3.33,,2.11,,,,,,0.3,-0.67,0.16,,,,,,,,,,-1.07,,,,,,-1.99,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
467.0,2.0,REN12,HE1225+0155,2MASS_J12280475+0138329,*,*,*,HA,RG,12 28 4.754,1 38 32.96,102.0,2013MNRAS.434.1681C,,13.628,12.89,12.4,11.93,11.363,10.863,10.743,4842.0,1.8,-2.75,1.85,,,6.06,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.99,,,,,,,,,,,,,,,,,,<-2.5,,,,,,,,Abdu
468.0,1.0,BAR05,HE1225-0515,2MASS_J12281241-0531404,*,*,*,HA,SG,12 28 12.418,-5 31 40.47,61.5,2005A&A...439..129B,,15.5,15.584,15.2,14.947,14.632,14.439,14.283,6210.0,3.81,-1.96,1.35,,,6.94,,,,,5.8,3.51,,,,,4.67,1.22,3.4,,3.62,2.93,5.54,3.01,4.12,,,,,,,,0.82,,,,,,,,,,,,-0.12,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
469.0,1.0,BAR05,HE1230-1724,2MASS_J12325705-1741270,*,*,*,HA,SG,12 32 57.054,-17 41 27.04,99.1,2005A&A...439..129B,,16.074,15.777,15.468,15.136,14.817,14.454,14.455,5952.0,3.98,-2.3,1.39,,,6.22,,,,,5.5,3.17,,,,,4.36,0.86,2.91,,3.19,2.42,5.2,2.57,3.72,,,,,,,,0.61,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
470.0,1.0,BAR05,HE1237-3103,2MASS_J12401463-3120085,*,*,*,HA,RG,12 40 14.631,-31 20 8.56,93.8,2005A&A...439..129B,,14.5,13.821,13.6,12.754,12.061,11.542,11.459,4851.0,1.72,-2.91,2.04,,,5.42,,,,,4.88,2.72,,,,,3.69,0.31,2.3,,2.22,2.13,4.59,2.25,3.29,,,,,,,,-0.13,-1.01,,,,,,,,,,,-1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
471.0,1.0,BAR05,2MASSJ12462807-1441335,2MASS_J12462807-1441335,*,*,*,HA,RG,12 46 28.074,-14 41 33.57,41.8,2005A&A...439..129B,,16.0,15.841,15.5,15.015,14.517,14.067,14.086,5507.0,3.19,-2.67,1.11,,,6.23,,,,,5.13,2.74,,,,,3.89,0.76,2.6,,2.76,1.83,4.83,2.58,4.01,,,,,,,,0.54,-0.14,,,,,,,,,,,-0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
472.0,1.0,BAR05,HE1245-1616,2MASS_J12475678-1632441,*,*,NO,HA,MS,12 47 56.783,-16 32 44.12,141.9,2005A&A...439..129B,,15.9,16.158,15.5,15.562,15.272,14.908,14.874,6191.0,4.04,-2.98,1.53,,,6.19,,,,,,,,,,,3.88,0.39,2.61,,2.56,,4.53,,3.12,,,,,,,,0.26,,,,,,,,,,,,-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
473.0,2.0,REN12,HE1245-1616,2MASS_J12475678-1632441,*,*,NO,HA,MS,12 47 56.783,-16 32 44.12,141.9,2005A&A...439..129B,,15.9,16.158,15.5,15.562,15.272,14.908,14.874,6191.0,4.04,-2.98,1.53,,,6.34,,,,,,,,,,,,,,,,,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.03,,,,,,,,Abdu
474.0,1.0,BON09,BS16076-006,2MASS_J12482275+2056440,*,*,*,HA,RG,12 48 22.751,20 56 44.04,,,,13.88,13.36,13.115,12.706,12.123,11.753,11.655,5199.0,3.0,-3.81,1.4,,,5.08,4.45,,,,4.35,,4.05,,,,2.94,-0.22,1.55,,1.45,0.65,3.69,1.5,2.39,,,,,,,,<-2.43,,,,,,,,,,,,<-2.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
475.0,2.0,LAI07,BS16076-006,2MASS_J12482275+2056440,*,*,NO,HA,SG,12 48 22.751,20 56 44.04,,,,13.88,13.36,13.115,12.706,12.123,11.753,11.655,5614.0,3.51,-3.0,,,,6.16,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,<-0.1,,,,,,,,,,,,<-0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
476.0,1.0,BAR05,HE1246-1344,2MASS_J12492024-1400415,*,*,*,HA,RG,12 49 20.246,-14 0 41.58,47.9,2005A&A...439..129B,,15.0,14.388,13.6,13.358,12.696,12.215,12.049,4853.0,1.65,-3.4,1.84,,,4.93,,,,,4.68,2.33,,,,,3.35,0.12,1.87,,1.82,1.08,4.1,1.64,2.84,,,,,,,,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
477.0,2.0,REN12,HE1246-1344,2MASS_J12492024-1400415,*,*,*,HA,RG,12 49 20.246,-14 0 41.58,47.9,2005A&A...439..129B,,15.0,14.388,13.6,13.358,12.696,12.215,12.049,4853.0,1.65,-3.4,1.84,,,5.09,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-2.16,,,,,,,,Abdu
478.0,1.0,BAR05,HE1247-2114,2MASS_J12500511-2130473,*,*,*,HA,RG,12 50 5.117,-21 30 47.38,75.7,2005A&A...439..129B,,16.0,15.01,14.4,14.008,13.387,12.884,12.846,5012.0,2.08,-2.61,1.67,,,6.1,,,,,5.21,2.89,,,,,3.94,0.56,2.57,1.41,2.74,2.36,4.89,2.39,3.6,,,,,,,,0.72,-0.34,0.41,,,,,,,,,,-0.91,,,,,,-1.88,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
479.0,2.0,REN12,HE1247-2114,2MASS_J12500511-2130473,*,*,*,HA,RG,12 50 5.117,-21 30 47.38,75.7,2005A&A...439..129B,,16.0,15.01,14.4,14.008,13.387,12.884,12.846,5012.0,2.08,-2.61,1.67,,,6.26,,,,,,,,,,,,,,,,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.88,,,,,,,,,,,,,,,,,,<-1.87,,,,,,,,Abdu
480.0,1.0,BAR05,HE1248-1800,2MASS_J12512795-1816300,*,*,*,HA,RG,12 51 27.954,-18 16 30.08,280.7,2005A&A...439..129B,,16.0,15.905,15.6,15.038,14.453,14.103,13.84,5288.0,2.92,-2.89,1.47,,,6.02,,,,,4.95,2.87,,,,,3.71,0.33,2.45,,2.28,1.83,4.61,2.22,3.27,,,,,,,,-0.18,-0.85,,,,,,,,,,,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
481.0,1.0,BAR05,HE1249-3121,2MASS_J12520513-3137449,*,*,NO,HA,RG,12 52 5.14,-31 37 44.93,218.7,2005A&A...439..129B,,14.962,14.319,13.875,13.432,12.865,12.459,12.372,5373.0,3.4,-3.23,1.58,,,7.01,,,,,4.61,2.43,,,,,3.51,0.53,2.22,,2.16,1.67,4.27,2.03,2.98,,,,,,,,-1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
482.0,1.0,BAR05,HE1249-2932,2MASS_J12521835-2948567,*,*,*,HA,RG,12 52 18.354,-29 48 56.78,-13.3,2005A&A...439..129B,,15.3,13.965,16.8,12.837,12.11,11.57,11.476,4718.0,1.52,-2.65,2.09,,,5.32,,,,,5.03,3.07,,,,,3.73,0.48,2.44,1.31,2.76,2.57,4.85,2.26,3.93,,2.42,,,,,,-0.56,-1.52,,,,,,,,,,,-1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
483.0,1.0,BAR05,HE1251-0104,2MASS_J12535206-0120353,*,*,*,HA,RG,12 53 52.068,-1 20 35.39,195.1,2005A&A...439..129B,,15.4,15.067,14.9,14.188,13.63,13.178,13.129,5084.0,2.32,-2.73,1.58,,,5.91,,,,,4.91,2.62,,,,,3.79,0.35,2.46,,2.55,2.05,4.77,2.28,3.55,,,,,,,,0.02,-0.85,,,,,,,,,,,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
484.0,2.0,REN12,HE1251-0104,2MASS_J12535206-0120353,*,*,*,HA,RG,12 53 52.068,-1 20 35.39,195.1,2005A&A...439..129B,,15.4,15.067,14.9,14.188,13.63,13.178,13.129,5084.0,2.32,-2.73,1.58,,,6.07,,,,,,,,,,,,,,,,,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-1.64,,,,,,,,Abdu
485.0,1.0,BAR05,HE1252-0117,2MASS_J12545984-0133349,*,*,*,HA,RG,12 54 59.845,-1 33 34.92,228.0,2013MNRAS.434.1681C,,14.2,14.101,14.0,13.124,12.511,12.005,11.914,4847.0,1.67,-2.89,1.88,,,5.38,,,,,4.86,2.79,,,,,3.44,0.05,2.17,,2.22,2.56,4.64,2.66,4.1,,2.3,,,,,,-0.88,-1.51,,,,,,,,,,,-2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
486.0,1.0,BAR05,HE1252+0044,2MASS_J12552210+0028011,*,*,*,HA,RG,12 55 22.104,0 28 1.14,395.5,2005A&A...439..129B,,15.649,15.162,14.763,14.354,13.899,13.487,13.364,5296.0,2.98,-3.28,1.57,,,5.7,,,,,4.81,2.51,,,,,3.56,-0.05,2.1,,2.11,1.36,4.22,1.88,3.08,,,,,,,,0.39,-0.41,,,,,,,,,,,-1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
487.0,1.0,BAR05,HE1254+0009,2MASS_J12571291-0006394,*,*,*,HA,RG,12 57 12.914,0 6 39.49,186.0,2013MNRAS.434.1681C,,15.29,14.171,13.8,13.181,12.525,12.077,11.919,4865.0,1.86,-2.94,1.78,,,5.34,,,,,4.89,2.78,,,,,3.63,0.33,2.32,,2.23,1.62,4.55,2.09,3.32,,,,,,,,-0.32,-1.3,,,,,,,,,,,-1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
488.0,1.0,BAR05,HE1256-0228,2MASS_J12583845-0244175,*,R1,*,HA,RG,12 58 38.45,-2 44 17.6,30.4,2005A&A...439..129B,,16.0,,15.6,,14.472,13.892,13.819,4860.0,1.83,-2.07,1.69,,,6.27,,,,,5.77,3.61,,,,,4.57,1.38,3.1,1.77,3.33,2.93,5.42,2.81,4.59,,2.83,,,,,,0.89,0.11,0.79,,,,,,,,,,0.17,-0.64,-0.15,,-0.15,-0.25,-1.07,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
489.0,1.0,BAR05,HE1256-0651,2MASS_J12591309-0707191,*,*,*,HA,MS,12 59 13.097,-7 7 19.18,120.1,2005A&A...439..129B,,15.268,14.925,14.632,14.287,13.92,13.631,13.613,6137.0,4.05,-2.36,1.5,,,6.65,,,,,5.44,3.06,,,,,4.33,0.88,2.96,,3.15,2.48,5.15,,3.95,,,,,,,,0.27,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
490.0,2.0,REN12,HE1256-0651,2MASS_J12591309-0707191,*,*,NO,HA,MS,12 59 13.097,-7 7 19.18,120.1,2005A&A...439..129B,,15.268,14.925,14.632,14.287,13.92,13.631,13.613,6137.0,4.05,-2.36,1.5,,,6.81,,,,,,,,,,,,,,,,,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-0.23,,,,,,,,Abdu
491.0,1.0,BAR05,HE1259-0621,2MASS_J13015111-0637140,*,*,*,HA,SG,13 1 51.115,-6 37 14.02,130.6,2005A&A...439..129B,,16.2,16.193,15.7,15.571,15.137,14.801,14.528,5787.0,3.68,-2.64,1.6,,,6.16,,,,,5.26,2.92,,,,,3.99,0.61,2.77,,2.71,2.16,4.86,2.62,3.52,,,,,,,,0.4,,,,,,,,,,,,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
492.0,1.0,BAR05,HE1300-2431,2MASS_J13030004-2447122,*,*,*,HA,RG,13 3 0.042,-24 47 12.21,308.1,2005A&A...439..129B,,15.5,14.541,14.5,13.404,12.701,12.148,12.052,5029.0,1.96,-3.25,1.92,,,4.98,,,,,4.73,2.49,,,,,3.39,0.15,2.44,,2.09,1.29,4.25,2.11,3.22,,,,,,,,-0.67,-1.05,,,,,,,,,,,-1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
493.0,2.0,REN12,HE1300-2431,2MASS_J13030004-2447122,*,*,*,HA,RG,13 3 0.042,-24 47 12.21,308.1,2005A&A...439..129B,,15.5,14.541,14.5,13.404,12.701,12.148,12.052,5029.0,1.96,-3.25,1.92,,,5.14,,,,,,,,,,,,,,,,,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<-1.82,,,,,,,,Abdu
494.0,1.0,BAR05,HE1300-2201,2MASS_J13031731-2217379,*,*,NO,HA,MS,13 3 17.316,-22 17 37.98,-62.8,2005A&A...439..129B,,16.0,15.469,15.6,14.772,14.407,14.115,14.165,6332.0,4.64,-2.61,1.34,,,6.8,,,,,5.27,2.95,,,,,4.05,0.76,2.8,,2.97,,4.9,2.72,3.58,,,,,,,,0.65,,,,,,,,,,,,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdu
